% Model:              Design.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 13 2025, 17:39
% Dimension:          1
% Nodes:              1673
% Expressions:        1
% Description:        Line graph
% y-coordinate (µm),Port tangential electric mode field; z-component
2.7834224598930475,0.570833303005303
2.7974598930481274,0.47137857280119505
2.8114973262032077,0.387744920798685
2.825534759358288,0.31993234699777306
2.8395721925133683,0.2679408513984594
2.8536096256684487,0.23177043400074424
2.8676470588235285,0.21142109480462692
2.881684491978609,0.18250221361364916
2.8957219251336888,0.1561456508043983
2.9097593582887695,0.13235140637687426
2.9237967914438494,0.11111948033107716
2.9378342245989297,0.09244987266700688
2.9518716577540096,0.07634258338466351
2.9659090909090904,0.062797612484047
2.9799465240641703,0.05181495996515733
2.9939839572192506,0.04339462582799457
3.0080213903743305,0.03753661007255871
3.022058823529411,0.034240912698849685
3.036096256684491,0.02955732666821751
3.050133689839571,0.025288723447585024
3.064171122994652,0.021435103036952206
3.078208556149732,0.01799646543631908
3.0922459893048124,0.01497281064568563
3.1062834224598928,0.012364138665051866
3.1203208556149735,0.01017044949441778
3.1343582887700534,0.008391743133783372
3.1483957219251337,0.007028019583148651
3.162433155080214,0.006079278842513617
3.1764705882352944,0.005545520911878257
3.1905080213903747,0.004786986099919186
3.204545454545455,0.004095660239752267
3.2185828877005345,0.0034715433313774967
3.2326203208556152,0.0029146353747948783
3.246657754010695,0.0024249363700044094
3.260695187165776,0.0020024463170060917
3.2747326203208558,0.0016471652157999239
3.288770053475936,0.0013590930663859057
3.302807486631016,0.0011382298687640387
3.3168449197860967,9.84575622934323E-4
3.3308823529411766,8.981303288967569E-4
3.344919786096257,7.752810725403263E-4
3.3589572192513364,6.633167085021489E-4
3.372994652406417,5.622372367822241E-4
3.3870320855614975,4.7204265738055206E-4
3.4010695187165774,3.927329702971328E-4
3.4151069518716577,3.2430817553196633E-4
3.429144385026738,2.667682730850526E-4
3.4431818181818183,2.2011326295639147E-4
3.4572192513368982,1.8434314514598327E-4
3.4712566844919786,1.5945791965382797E-4
3.485294117647059,1.4545758647992527E-4
3.4993315508021388,1.2556141355855982E-4
3.5133689839572186,1.0742811414760904E-4
3.5274064171122994,9.10576882470729E-5
3.5414438502673797,7.645013585695142E-5
3.5554812834224596,6.360545697724458E-5
3.56951871657754,5.2523651607952395E-5
3.58355614973262,4.3204719749074836E-5
3.5975935828877,3.564866140061191E-5
3.6116310160427805,2.9855476562563654E-5
3.625668449197861,2.5825165234930062E-5
3.6397058823529407,2.3557727417711086E-5
3.653743315508021,2.0335423034696317E-5
3.667780748663101,1.739862657651353E-5
3.6818181818181817,1.4747338043162721E-5
3.695855614973262,1.2381557434643902E-5
3.709893048128342,1.0301284750957062E-5
3.723930481283422,8.50651999210221E-6
3.7379679144385025,6.997263158079337E-6
3.752005347593583,5.773514248888444E-6
3.7660427807486627,4.8352732645295376E-6
3.780080213903743,4.182540205002619E-6
3.7941176470588234,3.815315070307678E-6
3.8081550802139037,3.293443574922616E-6
3.8221925133689836,2.817811797934993E-6
3.8362299465240643,2.388419739344809E-6
3.8502673796791447,2.005267399152065E-6
3.8643048128342246,1.6683547773567598E-6
3.8783422459893053,1.3776818739588948E-6
3.892379679144385,1.1332486889584682E-6
3.906417112299466,9.350552223554808E-7
3.9204545454545454,7.831014741499332E-7
3.934491978609626,6.773874443418257E-7
3.948529411764706,6.179131329311567E-7
3.962566844919786,5.333929138028248E-7
3.976604278074866,4.5636149490551487E-7
3.990641711229946,3.8681887623922663E-7
4.004679144385027,3.247650578039603E-7
4.018716577540107,2.702000395997156E-7
4.032754010695188,2.2312382162649274E-7
4.0467914438502675,1.8353640388429164E-7
4.060828877005347,1.514377863731122E-7
4.074866310160428,1.2682796909295464E-7
4.088903743315508,1.0970695204381894E-7
4.102941176470588,1.0007473522570488E-7
4.116978609625669,8.638618058477026E-8
4.1310160427807485,7.391048169917972E-8
4.145053475935829,6.264763856893324E-8
4.159090909090909,5.259765119403085E-8
4.17312834224599,4.3760519574472514E-8
4.187165775401071,3.6136243710258264E-8
4.201203208556151,2.972482360138807E-8
4.215240641711231,2.4526259247861935E-8
4.229278074866311,2.0540550649679886E-8
4.243315508021392,1.7767697806841922E-8
4.257352941176472,1.620770071934801E-8
4.271390374331553,1.3990761588548983E-8
4.2854278074866325,1.1970250923166572E-8
4.299465240641713,1.014616872320077E-8
4.313502673796793,8.518514988651586E-9
4.327540106951874,7.0872897195190104E-9
4.341577540106954,5.852492915803051E-9
4.355614973262034,4.814124577503702E-9
4.369652406417114,3.9721847046209635E-9
4.383689839572194,3.3266732971548406E-9
4.397727272727274,2.8775903551053326E-9
4.411764705882355,2.624935878472435E-9
4.425802139037435,2.2658876911197298E-9
4.439839572192516,1.938652557119447E-9
4.453877005347596,1.6432304764715854E-9
4.467914438502676,1.3796214491761464E-9
4.481951871657756,1.1478254752331282E-9
4.495989304812836,9.478425546425327E-10
4.510026737967916,7.796726874043583E-10
4.524064171122997,6.433158735186053E-10
4.538101604278077,5.387721129852744E-10
4.552139037433157,4.660414058043658E-10
4.566176470588237,4.2512375197587835E-10
4.580213903743318,3.66974463306766E-10
4.594251336898398,3.139773184879559E-10
4.608288770053479,2.6613231751944787E-10
4.622326203208559,2.2343946040124193E-10
4.6363636363636385,1.858987471333381E-10
4.6504010695187175,1.5351017771573644E-10
4.664438502673799,1.262737521484368E-10
4.678475935828879,1.0418947043143924E-10
4.692513368983959,8.725733256474383E-11
4.706550802139039,7.54773385483506E-11
4.7205882352941195,6.88494883822594E-11
4.734625668449199,5.943225922378741E-11
4.74866310160428,5.084939034475093E-11
4.762700534759361,4.3100881745149974E-11
4.776737967914441,3.6186733424984526E-11
4.790775401069521,3.0106945384254586E-11
4.804812834224601,2.486151762296017E-11
4.818850267379681,2.045045014110126E-11
4.832887700534762,1.6873742938677852E-11
4.846925133689842,1.4131396015689964E-11
4.860962566844923,1.22234093721376E-11
4.875000000000003,1.1149783008020735E-11
4.889037433155083,9.624315262546895E-12
4.903074866310162,8.233940963856969E-12
4.917112299465242,6.978660111950954E-12
4.931149732620322,5.8584727068288535E-12
4.945187165775402,4.873378748490665E-12
4.959224598930483,4.02337823693639E-12
4.973262032085564,3.308471172166028E-12
4.9872994652406435,2.7286575541795764E-12
5.001336898395723,2.283937382977039E-12
5.015374331550803,1.9743106585584172E-12
5.029411764705884,1.7997773809237055E-12
5.043449197860964,1.5513679526436504E-12
5.057486631016045,1.325018452361326E-12
5.071524064171125,1.120728880076732E-12
5.085561497326204,9.384992357898684E-13
5.099598930481285,7.783295195007346E-13
5.113636363636365,6.402197312093317E-13
5.127673796791446,5.241698709156588E-13
5.141711229946526,4.3017993861971604E-13
5.1557486631016065,3.582499343215039E-13
5.169786096256687,3.083798580210223E-13
5.183823529411767,2.805697097182707E-13
5.197860962566847,2.488286456920756E-13
5.211898395721927,2.190899009995289E-13
5.225935828877007,1.9135347564063028E-13
5.239973262032088,1.656193696153799E-13
5.2540106951871675,1.4188758292377769E-13
5.268048128342248,1.2015811556582373E-13
5.282085561497328,1.0043096754151794E-13
5.296122994652409,8.270613885086032E-14
5.310160427807489,6.698362949385093E-14
5.324197860962569,5.3263439470489806E-14
5.3382352941176485,4.1545568780776804E-14
5.352272727272728,3.8655614430223656E-14
5.366310160427809,3.575684610261731E-14
5.38034759358289,3.2849263797957747E-14
5.39438502673797,2.993286751624498E-14
5.40842245989305,2.7007657257479E-14
5.4224598930481305,2.4073633021659824E-14
5.436497326203211,2.1130794808787437E-14
5.450534759358291,1.817914261886183E-14
5.464572192513371,1.5218676451883024E-14
5.478609625668452,1.2249396307851023E-14
5.492647058823532,9.2713021867658E-15
5.5066844919786115,9.998983926275605E-15
5.520721925133692,1.039759978447688E-14
5.534759358288772,1.0467149761369615E-14
5.548796791443853,1.0207633856953821E-14
5.562834224598933,9.619052071229488E-15
5.576871657754014,8.701404404196628E-15
5.5909090909090935,7.454690855855229E-15
5.604946524064174,5.8789114262052916E-15
5.618983957219253,3.974066115246824E-15
5.633021390374333,1.7401549229798256E-15
5.647058823529414,-8.228221505957114E-16
5.661096256684494,-1.5778861552704335E-15
5.675133689839575,-1.8281644553861037E-15
5.689171122994655,-1.573657050942722E-15
5.703208556149735,-8.143639419402872E-16
5.717245989304816,4.497148716211986E-16
5.731283422459896,2.2185793897417368E-15
5.745320855614977,4.492229612421328E-15
5.759358288770056,7.270665539659973E-15
5.773395721925136,1.055388717145767E-14
5.787433155080217,1.4341894507814414E-14
5.801470588235297,1.8634687548730214E-14
5.815508021390378,1.4240919276997134E-14
5.829545454545458,1.0424118138508652E-14
5.843582887700538,7.184284133264757E-15
5.857620320855618,4.521417261265459E-15
5.871657754010697,2.4355175225107496E-15
5.885695187165779,9.265849170006357E-16
5.899732620320858,-5.380555264887742E-18
5.913770053475939,-3.6037889428582125E-16
5.927807486631019,-1.3841010006215977E-16
5.9418449197860985,6.605258274060958E-16
5.955882352941179,2.036428888118942E-15
5.969919786096259,2.1620379845824945E-15
5.98395721925134,2.1232747018163517E-15
5.997994652406421,1.9201390398205135E-15
6.012032085561501,1.5526309985949807E-15
6.0260695187165805,1.0207505781397524E-15
6.04010695187166,3.244977784548291E-16
6.054144385026741,-5.3612740045979E-16
6.068181818181821,-1.561124958604105E-15
6.082219251336901,-2.750494895978115E-15
6.0962566844919825,-4.104237212581818E-15
6.110294117647062,-5.622351908415219E-15
6.124331550802142,-4.69960980426143E-15
6.138368983957223,-3.763814441928001E-15
6.152406417112303,-2.8149658214149337E-15
6.166443850267384,-1.8530639427222287E-15
6.180481283422463,-8.78108805849883E-16
6.1945187165775435,1.0989958920210033E-16
6.208556149732623,1.1109612424337236E-15
6.222593582887704,2.125076153844987E-15
6.236631016042784,3.1522443234358893E-15
6.250668449197864,4.192465751206427E-15
6.264705882352945,5.2457404371566075E-15
6.278743315508025,4.013852497688496E-15
6.292780748663105,2.9426335450210583E-15
6.306818181818186,2.0320835791542912E-15
6.320855614973265,1.2822026000881956E-15
6.334893048128346,6.929906078227718E-16
6.348930481283426,2.644476023580204E-16
6.3629679144385065,-3.426416306059932E-18
6.377005347593586,-1.1063144816946921E-16
6.391042780748667,-5.71674932322059E-17
6.405080213903748,1.569654485057296E-16
6.419117647058828,5.317673770443363E-16
6.433155080213908,2.1112440534135832E-16
6.447192513368988,-1.904790573107821E-17
6.4612299465240675,-1.5874955617297337E-16
6.475267379679147,-2.079805459843271E-16
6.489304812834227,-1.667408751651396E-16
6.503342245989309,-3.5030543715410606E-17
6.517379679144388,1.8715044836485985E-16
6.531417112299469,4.998021010756717E-16
6.5454545454545485,9.029244144170252E-16
6.559491978609628,1.3965173883889192E-15
6.573529411764709,1.980581022991355E-15
6.587566844919789,2.943143514095297E-15
6.601604278074869,3.848712986988293E-15
6.61564171122995,4.697289441670341E-15
6.62967914438503,5.488872878141445E-15
6.64371657754011,6.2234632964016E-15
6.65775401069519,6.9010606964508115E-15
6.671791443850272,7.521665078289075E-15
6.685828877005352,8.085276441916393E-15
6.699866310160432,8.591894787332764E-15
6.713903743315513,9.041520114538188E-15
6.727941176470592,9.434152423532667E-15
6.741978609625672,6.468462249667271E-15
6.756016042780753,4.006619599154156E-15
6.770053475935833,2.0486244719933183E-15
6.784090909090914,5.944768681847612E-16
6.7981283422459935,-3.558232122715178E-16
6.812165775401074,-8.022757693755167E-16
6.826203208556154,-7.448808031272373E-16
6.840240641711235,-1.8363831352667934E-16
6.854278074866315,8.81451699426159E-16
6.868315508021395,2.4503892357312757E-15
6.882352941176475,4.523174295388672E-15
6.896390374331554,3.944256221967778E-15
6.910427807486635,3.511924228642831E-15
6.924465240641715,3.2261783154138307E-15
6.938502673796795,3.0870184822807784E-15
6.952540106951876,3.0944447292436707E-15
6.9665775401069565,3.2484570563025108E-15
6.980614973262036,3.549055463457298E-15
6.994652406417116,3.996239950708031E-15
7.008689839572197,4.5900105180547105E-15
7.022727272727277,5.330367165497337E-15
7.036764705882357,6.21730989303591E-15
7.050802139037437,2.549451330317324E-15
7.0648395721925175,-5.039430232412228E-16
7.078877005347597,-2.9428731676397324E-15
7.092914438502678,-4.767339102878204E-15
7.106951871657758,-5.977340828956637E-15
7.120989304812839,-6.572878345875032E-15
7.135026737967918,-6.5539516536333904E-15
7.1490641711229985,-5.920560752231711E-15
7.163101604278078,-4.672705641669993E-15
7.177139037433158,-2.8103863219482377E-15
7.191176470588239,-3.336027930664424E-16
7.205213903743319,1.957892908829783E-15
7.2192513368984,3.8808049226823994E-15
7.23328877005348,5.435133248491405E-15
7.2473262032085595,6.620877886256805E-15
7.261363636363639,7.438038835978593E-15
7.27540106951872,7.886616097656776E-15
7.289438502673801,7.966609671291348E-15
7.30347593582888,7.67801955688231E-15
7.31751336898396,7.020845754429662E-15
7.3315508021390405,5.995088263933408E-15
7.34558823529412,4.600747085393543E-15
7.3596256684492,9.371962696174705E-15
7.373663101604281,1.2857427562514235E-14
7.387700534759362,1.505714168441213E-14
7.401737967914443,1.5971105061868392E-14
7.4157754010695225,1.5599317694883023E-14
7.429812834224603,1.3941779583456025E-14
7.443850267379682,1.0998490727587386E-14
7.457887700534763,6.769451127277114E-15
7.471925133689844,1.2546607825252108E-15
7.485962566844924,-5.5458803066683186E-15
7.500000000000004,-1.3632172140303489E-14
7.514037433155084,-5.100082107879756E-15
7.528074866310165,1.7983603950885534E-15
7.542112299465246,7.06315536860144E-15
7.556149732620326,1.0694302812658907E-14
7.570187165775406,1.2691802727260953E-14
7.5842245989304855,1.3055655112407578E-14
7.598262032085566,1.178585996809878E-14
7.612299465240646,8.882417294334561E-15
7.626336898395727,4.3453270911149205E-15
7.640374331550808,-1.825410641560138E-15
7.654411764705888,-9.629795903690622E-15
7.6684491978609675,-7.72419116558391E-15
7.682486631016047,-5.838003911151536E-15
7.696524064171127,-3.971234140393497E-15
7.710561497326207,-2.1238818533097955E-15
7.724598930481286,-2.9594704990042963E-16
7.738636363636366,1.5125702698345991E-15
7.752673796791448,3.301670105895293E-15
7.7667112299465275,5.071352458281652E-15
7.780748663101607,6.821617326993674E-15
7.794786096256687,8.552464712031355E-15
7.808823529411767,1.0263894613394703E-14
7.822860962566847,7.715097129969236E-15
7.836898395721927,5.600350168006299E-15
7.850935828877009,3.919653727505884E-15
7.864973262032089,2.6730078084679974E-15
7.8790106951871675,1.8604124108926345E-15
7.893048128342251,1.4818675347797988E-15
7.907085561497331,1.5373731801294874E-15
7.921122994652411,2.0269293469417015E-15
7.9351604278074905,2.950536035216442E-15
7.949197860962572,4.3081932449537086E-15
7.963235294117652,6.0999009761535E-15
7.977272727272732,-4.415429999627926E-15
7.991310160427812,-1.3024462548856006E-14
8.005347593582893,-1.9727196671530728E-14
8.019385026737973,-2.45236323676521E-14
8.033422459893053,-2.7413769637220117E-14
8.047459893048135,-2.8397608480234796E-14
8.061497326203213,-2.747514889669612E-14
8.075534759358293,-2.4646390886604086E-14
8.089572192513375,-1.9911334449958703E-14
8.103609625668454,-1.3269979586759977E-14
8.117647058823534,-4.7223262970078934E-15
8.131684491978614,-6.2273906763728194E-15
8.145721925133694,-7.282932836873136E-15
8.159759358288776,-7.888952778508838E-15
8.173796791443856,-8.045450501279931E-15
8.187834224598936,-7.752426005186412E-15
8.201871657754017,-7.009879290228281E-15
8.215909090909097,-5.81781035640554E-15
8.229946524064177,-4.176219203718184E-15
8.243983957219259,-2.0851058321662188E-15
8.258021390374338,4.555297582503549E-16
8.272058823529418,3.4456875675315436E-15
8.286096256684498,2.747485806333259E-16
8.30013368983958,-2.459945042691189E-15
8.31417112299466,-4.758393302442001E-15
8.328208556149738,-6.620596198619114E-15
8.342245989304818,-8.046553731222523E-15
8.356283422459898,-9.03626590025223E-15
8.37032085561498,-9.589732705708236E-15
8.38435828877006,-9.70695414759054E-15
8.39839572192514,-9.387930225899142E-15
8.41243315508022,-8.632660940634043E-15
8.4264705882353,-7.441146291795239E-15
8.44050802139038,-5.508121822286765E-15
8.45454545454546,-3.871963987435831E-15
8.468582887700542,-2.5326727872424366E-15
8.482620320855622,-1.4902482217065813E-15
8.4966577540107,-7.446902908282646E-16
8.510695187165783,-2.959989946074876E-16
8.524732620320863,-1.4417433304424913E-16
8.538770053475943,-2.8921630613854896E-16
8.552807486631023,-7.311249138903887E-16
8.566844919786103,-1.469900156299768E-15
8.580882352941183,-2.5055420333666857E-15
8.594919786096263,-1.9359156491632467E-15
8.608957219251343,-1.6081937267407304E-15
8.622994652406422,-1.522376266099137E-15
8.637032085561504,-1.678463267238467E-15
8.651069518716584,-2.0764547301587196E-15
8.665106951871664,-2.716350654859896E-15
8.679144385026746,-3.5981510413419945E-15
8.693181818181825,-4.721855889605017E-15
8.707219251336905,-6.087465199648962E-15
8.721256684491987,-7.69497897147383E-15
8.735294117647067,-9.54439720507962E-15
8.749331550802147,-8.569333801868865E-15
8.763368983957227,-7.681631565488869E-15
8.777406417112308,-6.881290495939619E-15
8.791443850267388,-6.168310593221127E-15
8.805481283422466,-5.542691857333384E-15
8.819518716577548,-5.0044342882763965E-15
8.833556149732628,-4.553537886050161E-15
8.847593582887708,-4.190002650654675E-15
8.86163101604279,-3.913828582089945E-15
8.875668449197867,-3.7250156803559695E-15
8.889705882352947,-3.623563945452745E-15
8.903743315508027,-4.263666291097381E-15
8.917780748663107,-4.569289489200394E-15
8.931818181818187,-4.540433539761782E-15
8.945855614973269,-4.177098442781547E-15
8.959893048128349,-3.4792841982596877E-15
8.97393048128343,-2.446990806196206E-15
8.98796791443851,-1.0802182665910987E-15
9.00200534759359,6.21033420555633E-16
9.016042780748672,2.6567642552439874E-15
9.030080213903751,5.026974237473963E-15
9.044117647058831,7.731663367245565E-15
9.058155080213911,7.554949991227461E-15
9.072192513368991,7.457602419855103E-15
9.086229946524073,7.43962065312849E-15
9.100267379679153,7.501004691047623E-15
9.114304812834233,7.641754533612502E-15
9.128342245989312,7.861870180823126E-15
9.142379679144392,8.161351632679495E-15
9.156417112299472,8.540198889181608E-15
9.170454545454552,8.998411950329469E-15
9.184491978609632,9.535990816123077E-15
9.198529411764712,1.0152935486562426E-14
9.212566844919792,9.448658569155741E-15
9.226604278074873,8.710898938554621E-15
9.240641711229953,7.939656594759066E-15
9.254679144385035,7.13493153776908E-15
9.268716577540113,6.2967237675846574E-15
9.282754010695196,5.425033284205802E-15
9.296791443850276,4.519860087632513E-15
9.310828877005356,3.581204177864789E-15
9.324866310160436,2.609065554902632E-15
9.338903743315518,1.603444218746044E-15
9.352941176470598,5.64340169395019E-16
9.36697860962568,5.54088985399394E-16
9.381016042780757,5.959391180695193E-16
9.395053475935839,6.898905674053945E-16
9.409090909090919,8.359433334070206E-16
9.423128342245999,1.0340974160743963E-15
9.437165775401077,1.2843528154075225E-15
9.451203208556159,1.586709531406399E-15
9.465240641711238,1.9411675640710256E-15
9.479278074866318,2.3477269134014027E-15
9.493315508021398,2.806387579397529E-15
9.50735294117648,3.3171495620594065E-15
9.52139037433156,5.4959013446084045E-15
9.53542780748664,7.315256126506174E-15
9.54946524064172,8.775213907752707E-15
9.5635026737968,9.875774688348015E-15
9.57754010695188,1.0616938468292088E-14
9.59157754010696,1.0998705247584932E-14
9.60561497326204,1.1021075026226547E-14
9.619652406417119,1.0684047804216929E-14
9.6336898395722,9.98762358155608E-15
9.64772727272728,8.931802358244004E-15
9.66176470588236,7.516584134280694E-15
9.67580213903744,4.599975333282658E-15
9.68983957219252,2.1311819305052833E-15
9.703877005347602,1.1020392594856886E-16
9.717914438502682,-1.462958680387486E-15
9.73195187165776,-2.5883058885028804E-15
9.745989304812843,-3.2658376983976143E-15
9.760026737967923,-3.4955541100716895E-15
9.774064171123003,-3.2774551235251034E-15
9.788101604278083,-2.6115407387578573E-15
9.802139037433165,-1.4978109557699511E-15
9.816176470588244,6.373422543861599E-17
9.830213903743324,-1.6010552403206293E-15
9.844251336898404,-2.9708876015930297E-15
9.858288770053486,-4.0457628583785855E-15
9.872326203208566,-4.825681010677298E-15
9.886363636363646,-5.3106420584891644E-15
